
Nome da imagem            Identifi Nome da sessão       Sessão# Uso de memór Status          Nome de usuário                                    Tempo de CPU Título da janela                                                        
========================= ======== ================ =========== ============ =============== ================================================== ============ ========================================================================
System Idle Process              0 Services                   0          8 K Unknown         AUTORIDADE NT\SISTEMA                                   0:42:16 N/A                                                                     
sqlservr.exe                 10920 Services                   0    501.136 K Unknown         N/A                                                     0:00:16 N/A                                                                     
svchost.exe                   2540 Console                    1     16.200 K Unknown         <USER>                                      0:00:00 N/A                                                                     
msmdsrv.exe                   9960 Services                   0    169.616 K Unknown         N/A                                                     0:00:03 N/A                                                                     
fdlauncher.exe               11224 Services                   0     10.104 K Unknown         N/A                                                     0:00:00 N/A                                                                     
fdhost.exe                   15644 Services                   0      9.268 K Unknown         N/A                                                     0:00:00 N/A                                                                     
conhost.exe                  15652 Services                   0      6.392 K Unknown         N/A                                                     0:00:00 N/A                                                                     
svchost.exe                  15856 Services                   0     13.648 K Unknown         N/A                                                     0:00:00 N/A                                                                     
sqlceip.exe                  15924 Services                   0     82.724 K Unknown         N/A                                                     0:00:01 N/A                                                                     
Microsoft.SqlServer.Integ    16060 Services                   0     65.336 K Unknown         N/A                                                     0:00:01 N/A                                                                     
sqlceip.exe                  15532 Services                   0     50.632 K Unknown         N/A                                                     0:00:00 N/A                                                                     
svchost.exe                  14360 Services                   0     13.712 K Unknown         N/A                                                     0:00:00 N/A                                                                     
svchost.exe                  10368 Services                   0     17.944 K Unknown         N/A                                                     0:00:00 N/A                                                                     
svchost.exe                  14692 Services                   0     27.160 K Unknown         N/A                                                     0:00:00 N/A                                                                     
mpdwsvc.exe                   1564 Services                   0    399.612 K Unknown         N/A                                                     0:00:11 N/A                                                                     
mpdwsvc.exe                  12060 Services                   0    197.372 K Unknown         N/A                                                     0:00:07 N/A                                                                     
Launchpad.exe                 4264 Services                   0     30.716 K Unknown         N/A                                                     0:00:00 N/A                                                                     
ApplicationFrameHost.exe      1612 Console                    1     43.400 K Unknown         <USER>                                      0:00:00 N/A                                                                     
svchost.exe                   9232 Console                    1     17.544 K Unknown         <USER>                                      0:00:00 N/A                                                                     
AMDRSSrcExt.exe               5844 Console                    1    115.188 K Running         <USER>                                      0:00:00 N/A                                                                     
backgroundTaskHost.exe        6344 Console                    1     61.300 K Unknown         <USER>                                      0:00:00 N/A                                                                     
RuntimeBroker.exe             5080 Console                    1     30.908 K Unknown         <USER>                                      0:00:00 N/A                                                                     
smartscreen.exe               2340 Console                    1     12.952 K Unknown         <USER>                                      0:00:00 N/A                                                                     
dllhost.exe                   1880 Console                    1     17.780 K Running         <USER>                                      0:00:00 OleMainThreadWndName                                                    
dllhost.exe                   8040 Console                    1     24.032 K Running         <USER>                                      0:00:00 OleMainThreadWndName                                                    
mscopilot_proxy.exe           2620 Console                    1     16.224 K Running         <USER>                                      0:00:00 OleMainThreadWndName                                                    
dllhost.exe                   5048 Console                    1     16.456 K Running         <USER>                                      0:00:00 OleMainThreadWndName                                                    
dllhost.exe                  14264 Console                    1     12.048 K Running         <USER>                                      0:00:00 OleMainThreadWndName                                                    
powershell.exe               14376 Console                    1     84.332 K Running         <USER>                                      0:00:00 Administrador: Windows PowerShell                                       
conhost.exe                  11112 Console                    1     22.164 K Running         <USER>                                      0:00:00 N/A                                                                     
Arc.exe                      14400 Console                    1    151.616 K Unknown         <USER>                                      0:00:02 N/A                                                                     
Arc.exe                       6320 Console                    1     32.416 K Unknown         <USER>                                      0:00:00 N/A                                                                     
AdobeARM.exe                  5496 Console                    1     29.084 K Running         <USER>                                      0:00:04 Adobe Acrobat Updater                                                   
msiexec.exe                  14232 Services                   0     19.004 K Unknown         N/A                                                     0:00:00 N/A                                                                     
WmiPrvSE.exe                 13660 Services                   0     24.488 K Unknown         N/A                                                     0:00:00 N/A                                                                     
com.docker.backend.exe        4976 Console                    1     66.348 K Unknown         <USER>                                      0:00:00 N/A                                                                     
conhost.exe                   2640 Console                    1      7.348 K Unknown         <USER>                                      0:00:00 N/A                                                                     
com.docker.backend.exe        1780 Console                    1    181.464 K Running         <USER>                                      0:00:03 OleMainThreadWndName                                                    
Docker Desktop.exe            8396 Console                    1    149.880 K Running         <USER>                                      0:00:03 Dashboard - Docker Desktop                                              
com.docker.build.exe          1360 Console                    1     27.776 K Unknown         <USER>                                      0:00:00 N/A                                                                     
docker-sandbox.exe            1344 Console                    1     26.340 K Unknown         <USER>                                      0:00:00 N/A                                                                     
Docker Desktop.exe            8420 Console                    1    131.704 K Running         <USER>                                      0:00:07 N/A                                                                     
Docker Desktop.exe           12068 Console                    1     53.288 K Running         <USER>                                      0:00:00 OleMainThreadWndName                                                    
docker-agent.exe             12064 Console                    1     45.760 K Unknown         <USER>                                      0:00:00 N/A                                                                     
svchost.exe                  10576 Services                   0     15.748 K Unknown         N/A                                                     0:00:00 N/A                                                                     
svchost.exe                  10320 Services                   0      9.768 K Unknown         N/A                                                     0:00:00 N/A                                                                     
Docker Desktop.exe            5484 Console                    1    140.856 K Unknown         <USER>                                      0:00:01 N/A                                                                     
powershell.exe               15816 Console                    1     61.812 K Running         <USER>                                      0:00:00 OleMainThreadWndName                                                    
docker.exe                    5880 Console                    1     19.624 K Unknown         <USER>                                      0:00:00 N/A                                                                     
docker-desktop.exe           10268 Console                    1     16.480 K Unknown         <USER>                                      0:00:00 N/A                                                                     
com.docker.diagnose.exe      12800 Console                    1     49.652 K Unknown         <USER>                                      0:00:00 N/A                                                                     
powershell.exe                9968 Console                    1     65.800 K Running         <USER>                                      0:00:00 OleMainThreadWndName                                                    
tasklist.exe                  5512 Console                    1     12.828 K Unknown         <USER>                                      0:00:00 N/A                                                                     
